@id;@type;@lat;@lon;ref:mise;brand;name;operator;idImpianto;descCarburante;prezzo;isSelf;dtComu;color
5853343808;node;39.3635053;16.2413705;34440;Metallo Petroli;Metallo Petroli;Metallo Petroli - Srl;34440;Metano;1.699;1;07/08/2025 12:54:32;Red
5853343811;node;39.9384388;18.2263921;34319;;Martinese;Martinese Carburanti di Martinese Graziano;34319;Metano;1.498;0;01/08/2025 14:25:03;Orange
5853343816;node;40.7622346;14.5496924;34239;;;Le Spose di Bianca di Annarumma Bianca;34239;Metano;1.26;0;06/08/2025 17:36:49;Green
5853343831;node;40.6368680;15.6233192;33979;;;Energia Lucana S.R.L.;33979;Metano;1.549;0;05/08/2025 18:05:50;Red
5853344050;node;44.7525256;11.3011293;17193;;;Carburanti Vecchietti S.R.L.;17193;Metano;1.499;0;07/08/2025 20:41:10;Orange
5853344051;node;44.7518216;11.3026099;17192;;;Carburanti Vecchietti S.R.L.;17192;Metano;1.499;0;07/08/2025 20:41:07;Orange
5853344075;node;43.2504930;11.9592176;5274;Beyfin;Beyfin;Beyfin S.p.A.;5274;Metano;1.399;0;08/08/2025 00:24:34;Yellow
5853344079;node;43.8606843;10.7416979;15843;;;Valmetano S.R.L.;15843;Metano;1.45;0;08/08/2025 08:13:55;Orange
5853344126;node;40.2879180;15.6401105;30896;;;Migliore Metanauto S.A.S. di Migliore Michele & C.;30896;Metano;1.449;0;07/08/2025 18:47:23;Orange
5853344127;node;40.4547945;15.5327421;30895;;;Migliore Metanauto S.A.S. di Migliore Michele & C.;30895;Metano;1.449;0;07/08/2025 18:47:11;Orange
5853344142;node;40.8200183;16.4500067;30562;;;Italsud Carburanti Società a Responsabilità Limitata;30562;Metano;1.499;0;08/08/2025 05:52:49;Orange
5853344156;node;41.0682445;14.4140059;30107;Ecos;Ecos;Distributori Ecos S.R.L.;30107;Metano;1.369;0;05/08/2025 09:47:39;Yellow
5853344289;node;44.3652570;11.9365060;29185;Beyfin;Beyfin;Taglioni Gian Luca e C. S.N.C.;29185;Metano;1.399;0;06/08/2025 10:12:58;Yellow
5853344313;node;45.5791543;9.0587439;28454;;EKO Point;C- Petrol S.R.L.;28454;Metano;1.349;0;08/08/2025 07:04:25;Yellow
5853344433;node;40.7638074;14.6531385;24952;;;Facomgas S.R.L.;24952;Metano;1.35;0;06/08/2025 10:38:27;Yellow
5853344477;node;40.8981113;15.1589843;23317;;;Santoro Petroli S.R.L.;23317;Metano;1.395;0;06/08/2025 13:43:19;Yellow
5853344507;node;45.4797114;10.2969611;22672;;;Steal S.r.l.;22672;Metano;1.499;0;04/08/2025 09:17:48;Orange
5853344517;node;45.3226288;9.4785190;22317;;;De Gregorio Giuseppe;22317;Metano;1.349;0;07/08/2025 18:56:46;Yellow
5853344555;node;40.9755114;14.1520854;20836;;;Elvy S.R.L.;20836;Metano;1.299;0;07/08/2025 10:17:10;Green
5853344578;node;45.6563718;9.8039255;19985;;;Cmb Carburanti Milesi Bergamo S.R.L.;19985;Metano;1.19;1;07/08/2025 09:22:06;Green
5853344618;node;43.8483862;10.4665304;18452;;;Metano Italia - S.R.L.;18452;Metano;1.497;0;05/08/2025 10:30:30;Orange
5853344986;node;41.5949983;13.2851563;15533;;;Gatti Giuseppina;15533;Metano;1.677;0;05/08/2025 18:44:45;Red
5853345040;node;43.7725136;11.1511749;13739;Eni;Eni;Metano Scandicci S.R.L.;13739;Metano;1.499;0;08/08/2025 07:02:29;Orange
5853345046;node;43.5975491;11.4958620;13527;;;Metano Toscana S.R.L.;13527;Metano;1.395;0;04/08/2025 17:59:06;Yellow
5853345060;node;44.6314275;11.6712827;12994;;Metano per auto;La Palazzina S.R.L.;12994;Metano;1.289;0;04/08/2025 10:10:45;Green
5853345070;node;41.6381901;15.9218059;12517;;;Troiano Giuseppe;12517;Metano;1.69;0;05/08/2025 07:29:50;Red
5853345323;node;45.0462274;12.2133176;10188;;;Società Metano Donada di Sante Panetto & C. Soc. in Nome Collettivo;10188;Metano;1.349;0;03/08/2025 16:11:09;Yellow
5856440545;node;43.2031456;13.7092477;4536;ECOFUEL;;Metanauto Giulianova S.R.L.;4536;Metano;1.399;0;02/08/2025 08:18:03;Yellow
5856440569;node;43.2093808;13.3110380;4194;;;Bonfigli Metano S.R.L.;4194;Metano;1.399;0;04/08/2025 08:28:08;Yellow
5856441296;node;43.2930451;13.6581670;56701;;Metano Cavallino;Alema Solutions Srls;56701;Metano;1.269;0;08/08/2025 00:03:08;Green
5856447523;node;43.8901835;12.8324752;34747;;;Road Drink Cafe' S.A.S. di Fedeli Alessandro & C.;34747;Metano;1.399;0;03/07/2025 09:56:34;Yellow
5856452071;node;43.3376557;13.4301853;28990;;;P & B di Piccioni Paola & C. S.A.S.;28990;Metano;1.308;0;08/08/2025 00:03:05;Green
5856461916;node;43.2910394;13.7290370;12378;Tamoil;Tamoil;Autobella di Benedetti Goffredo e Latini S.A.S.;12378;Metano;1.265;0;08/08/2025 00:03:06;Green
5873797581;node;43.5973374;13.3486435;15985;Edison metano;;Metano 96 S.R.L.;15985;Metano;1.299;0;05/08/2025 08:49:41;Green
